symbol,entry_date,exit_date,type,entry_price,exit_price,pnl,pnl_pct,result
SMJC,2025-05-20,2025-06-25,BUY,523.1,521.21,-1.89,-0.36,LOSS
SMJC,2025-06-26,2025-06-29,SELL,521.36,534.5,-13.14,-2.52,LOSS
SMJC,2025-06-30,2025-07-06,BUY,530.05,520.52,-9.53,-1.8,LOSS
SMJC,2025-07-09,2025-07-10,SELL,530.18,530.41,-0.23,-0.04,LOSS
SMJC,2025-07-14,2025-07-15,SELL,521.41,528.21,-6.8,-1.3,LOSS
SMJC,2025-08-06,2025-08-17,SELL,608.31,565.6,42.71,7.02,WIN
SMJC,2025-09-25,2025-10-08,BUY,559.0,519.0,-40.0,-7.16,LOSS
SMJC,2025-10-30,2025-11-26,BUY,521.0,518.6,-2.4,-0.46,LOSS
SMJC,2025-12-10,2025-12-18,SELL,504.9,496.0,8.9,1.76,WIN
SPC,2025-04-01,2025-05-18,BUY,540.69,511.77,-28.92,-5.35,LOSS
SPC,2025-05-20,2025-05-25,BUY,533.68,507.91,-25.77,-4.83,LOSS
SPC,2025-06-09,2025-06-23,BUY,511.8,486.91,-24.89,-4.86,LOSS
SPC,2025-06-25,2025-06-26,SELL,496.76,521.5,-24.74,-4.98,LOSS
SPC,2025-06-29,2025-07-13,BUY,517.98,509.16,-8.82,-1.7,LOSS
SPC,2025-07-14,2025-07-16,SELL,506.7,538.17,-31.47,-6.21,LOSS
SPC,2025-07-21,2025-07-24,BUY,532.22,572.6,40.38,7.59,WIN
SPC,2025-08-03,2025-09-03,SELL,541.97,500.51,41.46,7.65,WIN
SPC,2025-09-25,2025-10-07,BUY,511.1,485.1,-26.0,-5.09,LOSS
SPC,2025-10-29,2025-11-25,BUY,469.9,491.8,21.9,4.66,WIN
SPC,2025-12-15,2025-12-17,SELL,483.9,506.0,-22.1,-4.57,LOSS
SPDL,2025-03-02,2025-03-06,SELL,367.0,352.9,14.1,3.84,WIN
SPDL,2025-04-03,2025-04-17,BUY,325.49,342.47,16.98,5.22,WIN
SPDL,2025-05-15,2025-06-09,SELL,367.46,390.77,-23.31,-6.34,LOSS
SPDL,2025-06-25,2025-07-08,SELL,421.66,397.54,24.12,5.72,WIN
SPDL,2025-07-14,2025-07-17,SELL,411.44,428.53,-17.09,-4.15,LOSS
SPDL,2025-07-21,2025-07-24,BUY,421.95,438.0,16.05,3.8,WIN
SPDL,2025-07-31,2025-08-14,SELL,410.49,406.46,4.03,0.98,WIN
SPDL,2025-08-27,2025-09-08,SELL,412.37,402.65,9.72,2.36,WIN
SPDL,2025-09-21,2025-09-28,SELL,392.26,402.0,-9.74,-2.48,LOSS
SPDL,2025-10-12,2025-10-15,BUY,387.0,377.0,-10.0,-2.58,LOSS
SPDL,2025-10-19,2025-10-30,SELL,378.3,412.0,-33.7,-8.91,LOSS
SPDL,2025-11-04,2025-11-16,BUY,423.9,404.9,-19.0,-4.48,LOSS
SPDL,2025-11-17,2025-11-19,SELL,412.0,421.0,-9.0,-2.18,LOSS
SPDL,2025-11-20,2025-12-01,BUY,419.7,415.2,-4.5,-1.07,LOSS
SPDL,2025-12-02,2025-12-28,SELL,423.0,430.2,-7.2,-1.7,LOSS
SPHL,2025-03-27,2025-04-23,BUY,798.7,740.0,-58.7,-7.35,LOSS
SPHL,2025-05-18,2025-05-27,BUY,699.16,665.0,-34.16,-4.89,LOSS
SPHL,2025-06-08,2025-06-23,BUY,683.84,650.0,-33.84,-4.95,LOSS
SPHL,2025-07-03,2025-07-27,BUY,673.51,684.39,10.88,1.62,WIN
SPHL,2025-08-05,2025-08-11,SELL,678.0,633.27,44.73,6.6,WIN
SPHL,2025-09-24,2025-10-15,BUY,560.0,489.1,-70.9,-12.66,LOSS
SPHL,2025-10-19,2025-10-28,SELL,494.0,504.6,-10.6,-2.15,LOSS
SPHL,2025-10-29,2025-11-25,BUY,504.7,555.0,50.3,9.97,WIN
SPHL,2025-12-11,2025-12-17,SELL,530.0,555.0,-25.0,-4.72,LOSS
SPL,2025-04-01,2025-04-29,BUY,884.66,824.49,-60.17,-6.8,LOSS
SPL,2025-05-11,2025-05-13,BUY,825.44,808.4,-17.04,-2.06,LOSS
SPL,2025-05-20,2025-07-09,BUY,811.55,825.08,13.53,1.67,WIN
SPL,2025-08-05,2025-08-19,SELL,950.0,925.89,24.11,2.54,WIN
SPL,2025-08-25,2025-08-28,SELL,944.87,967.31,-22.44,-2.37,LOSS
SPL,2025-08-31,2025-09-01,BUY,951.53,943.32,-8.21,-0.86,LOSS
SPL,2025-09-02,2025-09-24,SELL,937.21,990.0,-52.79,-5.63,LOSS
SPL,2025-09-28,2025-10-08,BUY,960.0,901.0,-59.0,-6.15,LOSS
SPL,2025-10-14,2025-10-19,SELL,984.6,942.0,42.6,4.33,WIN
SPL,2025-10-26,2025-10-28,SELL,923.2,936.0,-12.8,-1.39,LOSS
SPL,2025-10-29,2025-11-11,BUY,939.0,943.0,4.0,0.43,WIN
SPL,2025-11-12,2025-11-24,SELL,910.0,963.9,-53.9,-5.92,LOSS
SPL,2025-11-25,2025-11-27,BUY,960.0,923.1,-36.9,-3.84,LOSS
SPL,2025-12-02,2025-12-14,SELL,915.1,848.0,67.1,7.33,WIN
SSHL,2025-03-10,2025-03-12,BUY,244.0,240.0,-4.0,-1.64,LOSS
SSHL,2025-03-16,2025-03-25,SELL,236.5,225.0,11.5,4.86,WIN
SSHL,2025-04-10,2025-04-17,BUY,232.01,243.48,11.47,4.94,WIN
SSHL,2025-04-23,2025-04-29,BUY,236.85,230.26,-6.59,-2.78,LOSS
SSHL,2025-05-04,2025-05-05,BUY,236.26,232.69,-3.57,-1.51,LOSS
SSHL,2025-05-06,2025-05-14,BUY,236.59,230.97,-5.62,-2.38,LOSS
SSHL,2025-05-18,2025-05-28,SELL,230.58,232.05,-1.47,-0.64,LOSS
SSHL,2025-06-09,2025-06-11,SELL,229.98,231.57,-1.59,-0.69,LOSS
SSHL,2025-06-12,2025-06-19,BUY,230.22,245.21,14.99,6.51,WIN
SSHL,2025-07-09,2025-07-13,BUY,251.62,246.19,-5.43,-2.16,LOSS
SSHL,2025-07-14,2025-07-17,SELL,248.14,263.69,-15.55,-6.27,LOSS
SSHL,2025-09-01,2025-09-18,BUY,186.29,158.5,-27.79,-14.92,LOSS
SSHL,2025-09-21,2025-12-21,BUY,174.3,155.0,-19.3,-11.07,LOSS
TAMOR,2025-03-03,2025-03-09,BUY,574.0,563.0,-11.0,-1.92,LOSS
TAMOR,2025-04-03,2025-04-17,BUY,518.64,542.17,23.53,4.54,WIN
TAMOR,2025-04-22,2025-04-29,BUY,525.92,509.84,-16.08,-3.06,LOSS
TAMOR,2025-05-07,2025-05-15,BUY,539.96,504.95,-35.01,-6.48,LOSS
TAMOR,2025-05-20,2025-05-25,BUY,520.34,505.63,-14.71,-2.83,LOSS
TAMOR,2025-05-26,2025-05-27,BUY,507.26,502.79,-4.47,-0.88,LOSS
TAMOR,2025-06-09,2025-06-10,SELL,500.76,507.2,-6.44,-1.29,LOSS
TAMOR,2025-06-11,2025-06-15,BUY,512.29,559.88,47.59,9.29,WIN
TAMOR,2025-06-22,2025-06-25,BUY,502.56,514.26,11.7,2.33,WIN
TAMOR,2025-06-26,2025-07-16,SELL,512.08,517.53,-5.45,-1.06,LOSS
TAMOR,2025-07-17,2025-07-22,BUY,529.71,539.32,9.61,1.81,WIN
TAMOR,2025-07-31,2025-08-14,SELL,523.47,514.74,8.73,1.67,WIN
TAMOR,2025-08-26,2025-09-08,SELL,508.2,495.78,12.42,2.44,WIN
TAMOR,2025-09-23,2025-09-28,SELL,507.0,499.0,8.0,1.58,WIN
TAMOR,2025-10-19,2025-10-30,SELL,455.0,483.0,-28.0,-6.15,LOSS
TAMOR,2025-11-02,2025-12-09,BUY,489.0,467.5,-21.5,-4.4,LOSS
TAMOR,2025-12-10,2025-12-17,SELL,464.5,461.6,2.9,0.62,WIN
TPC,2025-03-02,2025-03-23,SELL,623.0,516.37,106.63,17.12,WIN
TPC,2025-04-01,2025-04-23,BUY,535.49,588.6,53.11,9.92,WIN
TPC,2025-05-14,2025-05-19,BUY,578.11,381.7,-196.41,-33.97,LOSS
TPC,2025-06-11,2025-06-25,BUY,350.39,404.44,54.05,15.43,WIN
TPC,2025-07-15,2025-07-16,BUY,385.92,385.89,-0.03,-0.01,LOSS
TPC,2025-07-17,2025-08-04,BUY,401.66,392.7,-8.96,-2.23,LOSS
TPC,2025-08-05,2025-08-14,SELL,382.0,366.81,15.19,3.98,WIN
TPC,2025-09-23,2025-10-09,BUY,349.9,317.0,-32.9,-9.4,LOSS
TPC,2025-10-30,2025-11-12,BUY,304.0,326.9,22.9,7.53,WIN
TPC,2025-11-20,2025-11-26,BUY,334.9,356.0,21.1,6.3,WIN
TPC,2025-12-14,2025-12-18,BUY,347.0,350.0,3.0,0.86,WIN
TSHL,2025-04-03,2025-04-27,BUY,819.24,754.92,-64.32,-7.85,LOSS
TSHL,2025-05-05,2025-05-14,BUY,774.21,724.65,-49.56,-6.4,LOSS
TSHL,2025-05-21,2025-05-26,SELL,725.0,701.66,23.34,3.22,WIN
TSHL,2025-06-05,2025-06-19,BUY,683.45,666.7,-16.75,-2.45,LOSS
TSHL,2025-07-02,2025-07-16,BUY,663.69,731.7,68.01,10.25,WIN
TSHL,2025-08-06,2025-08-25,SELL,847.77,813.38,34.39,4.06,WIN
TSHL,2025-08-28,2025-09-08,SELL,853.2,736.41,116.79,13.69,WIN
TSHL,2025-09-23,2025-10-07,SELL,834.1,840.0,-5.9,-0.71,LOSS
TSHL,2025-10-08,2025-10-12,BUY,880.0,764.0,-116.0,-13.18,LOSS
TSHL,2025-11-06,2025-12-09,BUY,713.8,719.9,6.1,0.85,WIN
TSHL,2025-12-14,2025-12-23,BUY,716.0,692.0,-24.0,-3.35,LOSS
TVCL,2025-03-02,2025-03-06,SELL,596.9,575.0,21.9,3.67,WIN
TVCL,2025-03-30,2025-05-05,BUY,537.97,508.51,-29.46,-5.48,LOSS
TVCL,2025-06-08,2025-07-08,BUY,469.62,486.96,17.34,3.69,WIN
TVCL,2025-07-09,2025-07-22,SELL,487.43,513.07,-25.64,-5.26,LOSS
TVCL,2025-07-23,2025-07-31,BUY,507.91,490.02,-17.89,-3.52,LOSS
TVCL,2025-08-03,2025-08-14,SELL,485.49,482.63,2.86,0.59,WIN
TVCL,2025-09-25,2025-10-09,BUY,469.0,444.8,-24.2,-5.16,LOSS
TVCL,2025-11-02,2025-12-16,BUY,435.9,416.0,-19.9,-4.57,LOSS
TVCL,2025-12-17,2025-12-24,SELL,414.9,399.0,15.9,3.83,WIN
UHEWA,2025-03-04,2025-03-06,BUY,926.0,878.0,-48.0,-5.18,LOSS
UHEWA,2025-03-10,2025-03-24,SELL,846.2,805.55,40.65,4.8,WIN
UHEWA,2025-04-28,2025-05-19,BUY,654.4,570.69,-83.71,-12.79,LOSS
UHEWA,2025-05-27,2025-07-06,BUY,602.91,579.73,-23.18,-3.84,LOSS
UHEWA,2025-07-08,2025-07-16,BUY,553.32,600.29,46.97,8.49,WIN
UHEWA,2025-08-03,2025-08-12,SELL,601.92,585.64,16.28,2.7,WIN
UHEWA,2025-08-17,2025-09-04,SELL,613.45,566.51,46.94,7.65,WIN
UHEWA,2025-09-24,2025-09-25,SELL,592.5,599.2,-6.7,-1.13,LOSS
UHEWA,2025-09-28,2025-10-08,BUY,603.0,556.0,-47.0,-7.79,LOSS
UHEWA,2025-10-26,2025-10-29,SELL,545.0,553.0,-8.0,-1.47,LOSS
UHEWA,2025-10-30,2025-11-27,BUY,574.0,612.0,38.0,6.62,WIN
UHEWA,2025-12-07,2025-12-23,SELL,588.0,618.0,-30.0,-5.1,LOSS
ULHC,2025-03-30,2025-04-28,BUY,530.83,494.42,-36.41,-6.86,LOSS
ULHC,2025-05-08,2025-05-18,BUY,498.16,464.05,-34.11,-6.85,LOSS
ULHC,2025-05-20,2025-06-03,BUY,490.38,459.5,-30.88,-6.3,LOSS
ULHC,2025-06-11,2025-06-19,BUY,489.51,456.3,-33.21,-6.78,LOSS
ULHC,2025-06-23,2025-06-30,SELL,456.43,457.54,-1.11,-0.24,LOSS
ULHC,2025-07-01,2025-07-21,BUY,463.12,516.21,53.09,11.46,WIN
ULHC,2025-08-03,2025-08-11,SELL,502.79,480.68,22.11,4.4,WIN
ULHC,2025-08-18,2025-08-19,SELL,518.44,506.9,11.54,2.23,WIN
ULHC,2025-08-20,2025-08-21,BUY,506.63,491.25,-15.38,-3.04,LOSS
ULHC,2025-08-25,2025-09-07,SELL,490.79,463.89,26.9,5.48,WIN
ULHC,2025-09-24,2025-09-25,SELL,479.9,480.0,-0.1,-0.02,LOSS
ULHC,2025-09-28,2025-10-08,BUY,481.0,458.0,-23.0,-4.78,LOSS
ULHC,2025-10-09,2025-10-12,BUY,470.8,443.0,-27.8,-5.9,LOSS
ULHC,2025-11-02,2025-12-21,BUY,455.0,460.0,5.0,1.1,WIN
UMHL,2025-03-25,2025-03-26,BUY,437.6,438.79,1.19,0.27,WIN
UMHL,2025-03-27,2025-04-10,SELL,435.85,460.15,-24.3,-5.58,LOSS
UMHL,2025-05-20,2025-06-17,SELL,507.42,537.88,-30.46,-6.0,LOSS
UMHL,2025-07-13,2025-08-07,SELL,549.98,586.61,-36.63,-6.66,LOSS
UMHL,2025-08-21,2025-09-02,SELL,574.48,576.02,-1.54,-0.27,LOSS
UMHL,2025-10-29,2025-11-25,BUY,533.0,541.2,8.2,1.54,WIN
UMHL,2025-12-15,2025-12-22,SELL,567.0,559.0,8.0,1.41,WIN
UMRH,2025-03-02,2025-03-10,SELL,720.0,666.0,54.0,7.5,WIN
UMRH,2025-04-13,2025-04-17,BUY,592.87,631.73,38.86,6.55,WIN
UMRH,2025-04-20,2025-04-30,BUY,614.83,577.15,-37.68,-6.13,LOSS
UMRH,2025-05-07,2025-05-15,BUY,585.54,556.38,-29.16,-4.98,LOSS
UMRH,2025-05-20,2025-06-12,BUY,566.36,617.2,50.84,8.98,WIN
UMRH,2025-06-22,2025-06-25,BUY,573.05,580.14,7.09,1.24,WIN
UMRH,2025-07-01,2025-07-06,BUY,584.62,580.63,-3.99,-0.68,LOSS
UMRH,2025-07-08,2025-07-10,SELL,581.61,593.42,-11.81,-2.03,LOSS
UMRH,2025-08-03,2025-09-04,SELL,624.02,578.97,45.05,7.22,WIN
UMRH,2025-09-25,2025-10-08,BUY,595.0,564.0,-31.0,-5.21,LOSS
UMRH,2025-10-29,2025-11-13,BUY,565.0,536.0,-29.0,-5.13,LOSS
UMRH,2025-11-16,2025-11-17,SELL,545.0,549.9,-4.9,-0.9,LOSS
UMRH,2025-11-18,2025-12-03,BUY,551.5,572.0,20.5,3.72,WIN
UMRH,2025-12-14,2025-12-15,BUY,565.9,556.0,-9.9,-1.75,LOSS
UNHPL,2025-03-02,2025-03-10,BUY,357.4,337.0,-20.4,-5.71,LOSS
UNHPL,2025-04-02,2025-04-17,BUY,314.07,335.67,21.6,6.88,WIN
UNHPL,2025-05-13,2025-05-15,BUY,340.52,328.88,-11.64,-3.42,LOSS
UNHPL,2025-05-20,2025-06-02,SELL,334.63,326.17,8.46,2.53,WIN
UNHPL,2025-07-07,2025-08-06,SELL,419.72,382.43,37.29,8.88,WIN
UNHPL,2025-08-19,2025-08-24,BUY,397.26,381.02,-16.24,-4.09,LOSS
UNHPL,2025-08-25,2025-08-26,SELL,388.82,388.32,0.5,0.13,WIN
UNHPL,2025-08-28,2025-09-08,BUY,392.36,463.92,71.56,18.24,WIN
UNHPL,2025-10-15,2025-10-28,SELL,473.0,515.0,-42.0,-8.88,LOSS
UNHPL,2025-11-13,2025-11-26,SELL,525.0,507.0,18.0,3.43,WIN
UNHPL,2025-12-17,2025-12-23,SELL,504.9,489.0,15.9,3.15,WIN
UPCL,2025-03-10,2025-03-16,BUY,311.0,302.9,-8.1,-2.6,LOSS
UPCL,2025-03-17,2025-03-25,SELL,301.0,278.13,22.87,7.6,WIN
UPCL,2025-04-07,2025-04-15,BUY,297.46,307.59,10.13,3.41,WIN
UPCL,2025-05-19,2025-05-27,SELL,398.68,454.94,-56.26,-14.11,LOSS
UPCL,2025-06-04,2025-06-05,SELL,440.27,468.62,-28.35,-6.44,LOSS
UPCL,2025-06-12,2025-06-25,SELL,466.85,409.49,57.36,12.29,WIN
UPCL,2025-07-10,2025-07-17,SELL,405.92,426.42,-20.5,-5.05,LOSS
UPCL,2025-08-03,2025-08-12,SELL,415.36,395.41,19.95,4.8,WIN
UPCL,2025-09-01,2025-09-07,SELL,387.46,400.63,-13.17,-3.4,LOSS
UPCL,2025-09-18,2025-10-07,BUY,382.0,375.4,-6.6,-1.73,LOSS
UPCL,2025-10-13,2025-10-26,SELL,365.0,349.2,15.8,4.33,WIN
UPCL,2025-10-30,2025-11-16,BUY,384.0,358.0,-26.0,-6.77,LOSS
UPCL,2025-11-17,2025-12-17,BUY,364.9,369.0,4.1,1.12,WIN
UPPER,2025-03-10,2025-03-11,BUY,206.0,204.0,-2.0,-0.97,LOSS
UPPER,2025-03-12,2025-03-23,SELL,206.7,198.6,8.1,3.92,WIN
UPPER,2025-04-15,2025-04-16,SELL,200.13,201.22,-1.09,-0.54,LOSS
UPPER,2025-04-20,2025-04-24,BUY,200.58,197.18,-3.4,-1.7,LOSS
UPPER,2025-04-27,2025-05-18,BUY,199.53,198.02,-1.51,-0.76,LOSS
UPPER,2025-05-19,2025-05-21,SELL,199.75,202.16,-2.41,-1.21,LOSS
UPPER,2025-05-22,2025-05-27,BUY,201.77,200.59,-1.18,-0.58,LOSS
UPPER,2025-06-04,2025-06-17,SELL,199.65,197.89,1.76,0.88,WIN
UPPER,2025-07-02,2025-07-16,BUY,197.48,198.56,1.08,0.55,WIN
UPPER,2025-08-03,2025-08-12,SELL,202.42,196.51,5.91,2.92,WIN
UPPER,2025-09-23,2025-09-24,SELL,192.4,188.4,4.0,2.08,WIN
UPPER,2025-09-25,2025-10-12,BUY,187.1,181.0,-6.1,-3.26,LOSS
UPPER,2025-10-19,2025-10-29,SELL,175.0,179.5,-4.5,-2.57,LOSS
UPPER,2025-10-30,2025-11-13,BUY,180.1,174.0,-6.1,-3.39,LOSS
UPPER,2025-11-16,2025-11-17,SELL,174.0,174.4,-0.4,-0.23,LOSS
UPPER,2025-11-18,2025-11-27,BUY,176.9,183.0,6.1,3.45,WIN
UPPER,2025-12-07,2025-12-08,BUY,175.6,174.7,-0.9,-0.51,LOSS
UPPER,2025-12-09,2025-12-18,SELL,176.6,174.8,1.8,1.02,WIN
USHEC,2025-03-02,2025-03-11,SELL,684.0,640.0,44.0,6.43,WIN
USHEC,2025-04-02,2025-04-10,BUY,610.62,576.94,-33.68,-5.52,LOSS
USHEC,2025-04-17,2025-04-22,SELL,566.94,539.91,27.03,4.77,WIN
USHEC,2025-05-05,2025-05-18,BUY,548.07,475.91,-72.16,-13.17,LOSS
USHEC,2025-05-20,2025-06-03,BUY,489.25,440.34,-48.91,-10.0,LOSS
USHEC,2025-06-10,2025-07-16,BUY,459.6,466.23,6.63,1.44,WIN
USHEC,2025-08-03,2025-08-13,SELL,490.78,467.31,23.47,4.78,WIN
USHEC,2025-08-27,2025-09-21,SELL,472.7,483.22,-10.52,-2.23,LOSS
USHEC,2025-10-07,2025-10-09,BUY,472.0,469.0,-3.0,-0.64,LOSS
USHEC,2025-10-30,2025-11-12,BUY,467.0,485.5,18.5,3.96,WIN
USHEC,2025-11-19,2025-12-03,BUY,470.1,474.9,4.8,1.02,WIN
USHEC,2025-12-10,2025-12-15,SELL,468.0,466.2,1.8,0.38,WIN
USHL,2025-04-02,2025-04-10,BUY,745.63,712.87,-32.76,-4.39,LOSS
USHL,2025-04-17,2025-04-28,BUY,716.12,674.49,-41.63,-5.81,LOSS
USHL,2025-05-25,2025-05-26,BUY,619.71,611.0,-8.71,-1.41,LOSS
USHL,2025-05-27,2025-06-23,BUY,624.0,591.17,-32.83,-5.26,LOSS
USHL,2025-06-30,2025-07-13,BUY,611.5,621.42,9.92,1.62,WIN
USHL,2025-08-03,2025-08-18,SELL,666.4,778.83,-112.43,-16.87,LOSS
USHL,2025-08-21,2025-09-03,BUY,711.98,752.42,40.44,5.68,WIN
USHL,2025-09-04,2025-11-04,SELL,733.94,719.0,14.94,2.04,WIN
USHL,2025-11-05,2025-11-12,BUY,732.0,700.0,-32.0,-4.37,LOSS
USHL,2025-11-13,2025-11-25,SELL,702.9,691.0,11.9,1.69,WIN
USHL,2025-12-02,2025-12-08,BUY,698.0,774.6,76.6,10.97,WIN
VLUCL,2025-03-02,2025-03-05,SELL,750.0,731.0,19.0,2.53,WIN
VLUCL,2025-04-20,2025-05-25,BUY,657.48,612.87,-44.61,-6.78,LOSS
VLUCL,2025-06-10,2025-06-26,BUY,612.69,590.39,-22.3,-3.64,LOSS
VLUCL,2025-06-29,2025-07-22,BUY,603.14,651.59,48.45,8.03,WIN
VLUCL,2025-08-03,2025-08-12,SELL,617.07,605.0,12.07,1.96,WIN
VLUCL,2025-09-25,2025-10-15,BUY,608.0,561.0,-47.0,-7.73,LOSS
VLUCL,2025-10-16,2025-10-19,SELL,561.0,574.9,-13.9,-2.48,LOSS
VLUCL,2025-10-26,2025-10-28,SELL,555.0,575.0,-20.0,-3.6,LOSS
VLUCL,2025-10-29,2025-11-12,BUY,579.8,560.0,-19.8,-3.41,LOSS
VLUCL,2025-11-16,2025-11-18,SELL,560.0,559.0,1.0,0.18,WIN
VLUCL,2025-11-23,2025-12-09,BUY,567.0,604.9,37.9,6.68,WIN
VLUCL,2025-12-14,2025-12-21,BUY,572.0,568.0,-4.0,-0.7,LOSS
